,id,case_number,date,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,year,latitude,longitude,GEOID
6866,13319212,JG554733,2023-12-26T07:20:00.000,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),STREET,False,False,1121,11,27.0,23,18,2023,41.896068297,-87.713892414,17031836600
6959,13318980,JG554615,2023-12-26T01:39:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,HOSPITAL BUILDING / GROUNDS,True,False,235,2,5.0,41,18,2023,41.788737693,-87.604957317,17031836200
7002,13313444,JG547813,2023-12-20T00:36:00.000,2020,NARCOTICS,POSSESS - AMPHETAMINES,STREET,True,False,934,9,20.0,61,18,2023,41.798716051,-87.659852222,17031611900
7107,13313337,JG547718,2023-12-19T21:30:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,STREET,True,False,1121,11,27.0,23,18,2023,41.897292539,-87.715478373,17031231100
7135,13313345,JG547738,2023-12-19T20:30:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,COMMERCIAL / BUSINESS OFFICE,True,False,1433,14,27.0,24,18,2023,41.906598157,-87.659825297,17031842300
7143,13313377,JG547672,2023-12-19T20:26:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,GROCERY FOOD STORE,True,False,1233,12,28.0,28,18,2023,41.866331725,-87.666379171,17031842900
7161,13313394,JG547709,2023-12-19T20:00:00.000,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,APARTMENT,True,False,331,3,5.0,43,18,2023,41.77298819,-87.575257899,17031430101
7209,13313332,JG547592,2023-12-19T18:39:00.000,2012,NARCOTICS,MANUFACTURE / DELIVER - COCAINE,STREET,False,False,621,6,17.0,71,18,2023,41.755633717,-87.644173224,17031710200
7232,13313040,JG547467,2023-12-19T18:02:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,True,False,1121,11,27.0,23,18,2023,41.896032623,-87.713892759,17031231100
7243,13313099,JG547496,2023-12-19T17:50:00.000,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,SIDEWALK,True,False,624,6,8.0,44,18,2023,41.751291477,-87.604904392,17031691500
7319,13313050,JG547322,2023-12-19T15:43:00.000,2022,NARCOTICS,POSSESS - COCAINE,STREET,True,False,935,9,20.0,37,18,2023,41.794670403,-87.631785431,17031835600
7372,13312958,JG547157,2023-12-19T14:29:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,1121,11,27.0,23,18,2023,41.895491073,-87.713211146,17031836600
7545,13312577,JG546748,2023-12-19T09:14:00.000,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),SIDEWALK,True,False,1121,11,27.0,23,18,2023,41.895974978,-87.713889643,17031836600
7582,13312426,JG546638,2023-12-19T08:00:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,1121,11,27.0,23,18,2023,41.896051832,-87.713892573,17031231100
7750,13312219,JG546392,2023-12-18T22:30:00.000,2022,NARCOTICS,POSSESS - COCAINE,POLICE FACILITY / VEHICLE PARKING LOT,True,False,2011,20,40.0,4,18,2023,41.979738594,-87.692710749,17031040202
7751,13312233,JG546417,2023-12-18T22:28:00.000,2013,NARCOTICS,MANUFACTURE / DELIVER - HEROIN (TAN / BROWN TAR),STREET,True,False,934,9,16.0,61,18,2023,41.794081746,-87.66139328,17031611900
7789,13312177,JG546341,2023-12-18T20:41:00.000,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,STREET,True,False,621,6,17.0,71,18,2023,41.756906271,-87.645413059,17031710200
7856,13311973,JG546232,2023-12-18T18:50:00.000,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,PARKING LOT / GARAGE (NON RESIDENTIAL),True,False,611,6,17.0,71,18,2023,41.75034678,-87.663894471,17031710500
7873,13312143,JG546197,2023-12-18T18:22:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,STREET,True,False,813,8,13.0,62,18,2023,41.791352183,-87.727706887,17031620300
7877,13312033,JG546240,2023-12-18T18:13:00.000,1821,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS 10 GRAMS OR LESS,PARKING LOT / GARAGE (NON RESIDENTIAL),True,False,1014,10,24.0,29,18,2023,41.851560735,-87.723909267,17031292400
7924,13311861,JG546053,2023-12-18T16:54:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),ALLEY,True,False,1532,15,37.0,25,18,2023,41.888592406,-87.755365661,17031251600
7959,13311816,JG546057,2023-12-18T16:00:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY / VEHICLE PARKING LOT,True,False,1134,11,24.0,27,18,2023,41.873699424,-87.704705156,17031837300
8049,13308864,JG542403,2023-12-15T17:12:00.000,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,SIDEWALK,True,False,1532,15,28.0,25,18,2023,41.885721036,-87.747069841,17031251800
8068,13308880,JG542420,2023-12-15T16:50:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,False,False,1112,11,37.0,23,18,2023,41.90085313,-87.725494153,17031231200
8073,13308913,JG542379,2023-12-15T16:40:00.000,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,STREET,True,False,713,7,16.0,67,18,2023,41.779538403,-87.659755949,17031670800
8088,13308780,JG542270,2023-12-15T16:23:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,1114,11,28.0,26,18,2023,41.882384764,-87.728166338,17031260200
8141,13308764,JG542213,2023-12-15T15:03:00.000,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),SIDEWALK,True,False,1123,11,28.0,27,18,2023,41.884706911,-87.712327577,17031836800
8281,13308596,JG541937,2023-12-15T11:14:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),CTA PLATFORM,True,False,1122,11,28.0,27,18,2023,41.884994578,-87.71733391,17031836800
8282,13308511,JG541904,2023-12-15T11:14:00.000,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLIC WAY,SIDEWALK,True,False,1523,15,37.0,25,18,2023,41.883448736,-87.755176994,17031251800
8367,13308383,JG541683,2023-12-15T08:12:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,True,False,1531,15,37.0,25,18,2023,41.897021372,-87.75075343,17031251100
8494,13308223,JG541519,2023-12-15T00:42:00.000,2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,STREET,True,False,331,3,5.0,43,18,2023,41.766859444,-87.572654154,17031430101
8667,13308130,JG541332,2023-12-14T19:19:00.000,2027,NARCOTICS,POSSESS - CRACK,STREET,True,False,522,5,21.0,53,18,2023,41.680808821,-87.633561675,17031530200
8766,13307857,JG541124,2023-12-14T17:05:00.000,2027,NARCOTICS,POSSESS - CRACK,STREET,True,False,1121,11,27.0,23,18,2023,41.897919903,-87.712735855,17031836600
8768,13307870,JG541148,2023-12-14T17:04:00.000,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,SIDEWALK,True,False,1532,15,28.0,25,18,2023,41.885721129,-87.747088202,17031251800
8869,13307754,JG540979,2023-12-14T14:30:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,HOSPITAL BUILDING / GROUNDS,True,False,1522,15,29.0,25,18,2023,41.872274452,-87.764581664,17031252101
8903,13307697,JG540827,2023-12-14T13:20:00.000,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,True,False,2234,22,21.0,75,18,2023,41.684198882,-87.662695212,17031750500
8932,13307556,JG540752,2023-12-14T12:26:00.000,2023,NARCOTICS,POSSESS - HEROIN (TAN / BROWN TAR),CTA TRAIN,True,False,2422,24,49.0,1,18,2023,42.018498254,-87.672983233,17031010202
8936,13307546,JG540733,2023-12-14T12:15:00.000,2027,NARCOTICS,POSSESS - CRACK,ALLEY,True,False,1021,10,24.0,29,18,2023,41.863472736,-87.710455229,17031841500
8960,13307568,JG540697,2023-12-14T11:49:00.000,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,RESIDENCE - PORCH / HALLWAY,True,False,1533,15,28.0,25,18,2023,41.875802427,-87.751210549,17031252201
8974,13307539,JG540693,2023-12-14T11:28:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),ALLEY,True,False,1112,11,27.0,23,18,2023,41.897252854,-87.719335487,17031231200
8997,13307442,JG540625,2023-12-14T10:58:00.000,2017,NARCOTICS,MANUFACTURE / DELIVER - CRACK,STREET,True,False,1123,11,28.0,27,18,2023,41.884812928,-87.714173749,17031836800
9036,13305820,JG538809,2023-12-12T17:50:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,ALLEY,True,False,1723,17,33.0,14,18,2023,41.961032104,-87.721010494,17031160400
9073,13305800,JG538655,2023-12-12T16:41:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,725,7,16.0,67,18,2023,41.776957021,-87.664153071,17031671200
9089,13305700,JG538554,2023-12-12T16:04:00.000,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,STREET,True,False,731,7,6.0,69,18,2023,41.76907549,-87.630165513,17031690300
9125,13305786,JG538629,2023-12-12T15:21:00.000,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,PARK PROPERTY,True,False,113,1,4.0,32,18,2023,41.876895975,-87.629410753,17031839100
9220,13305546,JG538234,2023-12-12T12:45:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,1012,10,24.0,29,18,2023,41.853485527,-87.725663882,17031292500
9221,13306183,JG538243,2023-12-12T12:45:00.000,2022,NARCOTICS,POSSESS - COCAINE,CTA TRAIN,True,False,111,1,42.0,32,18,2023,41.885481891,-87.627935689,17031839100
9260,13305401,JG538159,2023-12-12T11:58:00.000,2026,NARCOTICS,POSSESS - PCP,STREET,True,False,1011,10,24.0,29,18,2023,41.863935243,-87.721449563,17031838700
9262,13305406,JG538219,2023-12-12T11:52:00.000,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,524,5,21.0,53,18,2023,41.677425416,-87.635878846,17031530501
9283,13305400,JG538100,2023-12-12T11:04:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),CTA STATION,True,False,1623,16,45.0,11,18,2023,41.97008868,-87.762690091,17031110502
9352,13305249,JG537982,2023-12-12T08:27:00.000,2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,ALLEY,True,False,1112,11,27.0,23,18,2023,41.895445195,-87.717946052,17031231200
9385,13305134,JG537847,2023-12-12T06:45:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,1121,11,27.0,23,18,2023,41.895736721,-87.711442061,17031836600
9476,13305100,JG537777,2023-12-12T00:44:00.000,2017,NARCOTICS,MANUFACTURE / DELIVER - CRACK,STREET,True,False,713,7,16.0,67,18,2023,41.789524952,-87.664466075,17031670200
9511,13304997,JG537724,2023-12-11T23:55:00.000,2027,NARCOTICS,POSSESS - CRACK,ALLEY,False,False,933,9,20.0,61,18,2023,41.806318835,-87.660044024,17031612200
9571,13304959,JG537657,2023-12-11T21:06:00.000,2022,NARCOTICS,POSSESS - COCAINE,ALLEY,True,False,935,9,20.0,37,18,2023,41.800556968,-87.6331479,17031835600
9573,13304935,JG537635,2023-12-11T21:05:00.000,2023,NARCOTICS,POSSESS - HEROIN (TAN / BROWN TAR),ALLEY,True,False,1021,10,24.0,29,18,2023,41.8602878,-87.709149909,17031841500
9587,13304966,JG537653,2023-12-11T20:51:00.000,2027,NARCOTICS,POSSESS - CRACK,PARKING LOT / GARAGE (NON RESIDENTIAL),True,False,2422,24,49.0,1,18,2023,42.019977977,-87.673089367,17031010100
9589,13304915,JG537616,2023-12-11T20:45:00.000,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,True,False,1124,11,28.0,27,18,2023,41.87732994,-87.705183648,17031271200
9602,13304972,JG537632,2023-12-11T20:08:00.000,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,STREET,True,False,624,6,8.0,44,18,2023,41.751290617,-87.604768806,17031440101
9646,13304698,JG537498,2023-12-11T18:47:00.000,2027,NARCOTICS,POSSESS - CRACK,GAS STATION,True,False,935,9,20.0,37,18,2023,41.794670403,-87.631785431,17031835600
9664,13304684,JG537458,2023-12-11T18:29:00.000,2028,NARCOTICS,POSSESS - SYNTHETIC DRUGS,PARK PROPERTY,True,False,934,9,20.0,61,18,2023,41.795914589,-87.659929227,17031611900
9689,13304797,JG537424,2023-12-11T17:49:00.000,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,STREET,True,False,713,7,16.0,67,18,2023,41.79318089,-87.664560083,17031670200
9708,13304601,JG537377,2023-12-11T17:14:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,1021,10,24.0,29,18,2023,41.861718384,-87.71284742,17031291200
9739,13304655,JG537236,2023-12-11T16:18:00.000,2027,NARCOTICS,POSSESS - CRACK,ALLEY,True,False,1112,11,27.0,23,18,2023,41.894411322,-87.721158758,17031231500
9767,13304782,JG537265,2023-12-11T15:51:00.000,2022,NARCOTICS,POSSESS - COCAINE,DEPARTMENT STORE,False,False,1834,18,42.0,8,18,2023,41.891694878,-87.626155832,17031081500
9787,13304544,JG537202,2023-12-11T15:30:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,STREET,True,False,1234,12,25.0,31,18,2023,41.854123066,-87.667416335,17031310800
9793,13304538,JG537163,2023-12-11T15:08:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,1121,11,27.0,23,18,2023,41.894538914,-87.710186524,17031836700
9794,13304613,JG537140,2023-12-11T15:08:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,APARTMENT,False,False,312,3,20.0,69,18,2023,41.779013043,-87.615597022,17031842500
9948,13304277,JG536821,2023-12-11T11:13:00.000,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,GAS STATION,True,False,1533,15,28.0,25,18,2023,41.880399914,-87.753008553,17031251800
9972,13304280,JG536777,2023-12-11T10:22:00.000,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),STREET,True,False,1022,10,24.0,29,18,2023,41.859097721,-87.704290209,17031843100
9974,13304239,JG536808,2023-12-11T10:20:00.000,2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,CTA PLATFORM,True,False,122,1,4.0,32,18,2023,41.875588919,-87.632421308,17031839100
10056,13314832,JG549459,2023-12-21T12:10:00.000,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,OTHER (SPECIFY),True,False,113,1,4.0,32,18,2023,41.877726094,-87.628737019,17031839100
10148,13314705,JG549244,2023-12-21T09:50:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),CTA TRAIN,True,False,1232,12,34.0,28,18,2023,41.875820724,-87.647175913,17031841900
10150,13314638,JG549247,2023-12-21T09:30:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),ALLEY,True,False,1122,11,28.0,26,18,2023,41.879782892,-87.723953311,17031260800
10169,13314592,JG549173,2023-12-21T08:51:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,1121,11,27.0,23,18,2023,41.895958513,-87.713889802,17031231100
10269,13314482,JG549059,2023-12-21T02:15:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,RESIDENCE,True,False,432,4,10.0,52,18,2023,41.70759574,-87.540121968,17031520300
10273,13314444,JG549016,2023-12-21T02:11:00.000,2031,NARCOTICS,POSSESS - METHAMPHETAMINE,STREET,True,False,914,9,11.0,34,18,2023,41.849365776,-87.638444371,17031841100
10433,13314254,JG548836,2023-12-20T20:27:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,True,False,1121,11,27.0,23,18,2023,41.894532913,-87.712625401,17031231500
10521,13314122,JG548724,2023-12-20T18:12:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,STREET,True,False,324,3,7.0,43,18,2023,41.76547731,-87.583659765,17031430500
10522,13314093,JG548685,2023-12-20T18:10:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,1021,10,24.0,29,18,2023,41.862056515,-87.71042125,17031841500
10562,13314070,JG548645,2023-12-20T17:10:00.000,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,True,False,724,7,16.0,68,18,2023,41.772381689,-87.650988587,17031681100
10597,13314040,JG548585,2023-12-20T16:23:00.000,2027,NARCOTICS,POSSESS - CRACK,SIDEWALK,True,False,1134,11,28.0,27,18,2023,41.872424789,-87.700968887,17031271800
10602,13314033,JG548543,2023-12-20T16:10:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,True,False,1121,11,27.0,23,18,2023,41.896219262,-87.713898302,17031231100
10606,13314053,JG548541,2023-12-20T16:03:00.000,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,CTA STATION,True,False,122,1,42.0,32,18,2023,41.885741029,-87.631711749,17031839100
10746,13313829,JG548268,2023-12-20T12:30:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),HOSPITAL BUILDING / GROUNDS,True,False,1633,16,30.0,15,18,2023,41.945863902,-87.767912706,17031151200
10815,13313732,JG548140,2023-12-20T10:32:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,True,False,1112,11,27.0,23,18,2023,41.894308772,-87.719940332,17031231500
11041,13307461,JG540530,2023-12-14T09:45:00.000,2027,NARCOTICS,POSSESS - CRACK,RESTAURANT,True,False,1014,10,24.0,29,18,2023,41.851558186,-87.723945996,17031292400
11078,13307304,JG540389,2023-12-14T08:03:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,1112,11,27.0,23,18,2023,41.897267592,-87.717987326,17031231200
11142,13307252,JG540351,2023-12-14T03:45:00.000,2031,NARCOTICS,POSSESS - METHAMPHETAMINE,PARKING LOT / GARAGE (NON RESIDENTIAL),True,False,1834,18,42.0,8,18,2023,41.893281677,-87.627596446,17031081500
11195,13307388,JG540405,2023-12-14T00:48:00.000,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,True,False,222,2,4.0,39,18,2023,41.809763103,-87.590193647,17031390700
11208,13307127,JG540261,2023-12-14T00:18:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,STREET,True,False,824,8,15.0,63,18,2023,41.792696828,-87.693769883,17031835100
11290,13307101,JG540187,2023-12-13T21:40:00.000,2023,NARCOTICS,POSSESS - HEROIN (TAN / BROWN TAR),STREET,True,False,611,6,17.0,71,18,2023,41.750341579,-87.664414911,17031710500
11331,13307064,JG540066,2023-12-13T19:58:00.000,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,SIDEWALK,True,False,313,3,20.0,42,18,2023,41.781414696,-87.604328907,17031420400
11352,13306994,JG540045,2023-12-13T19:16:00.000,2022,NARCOTICS,POSSESS - COCAINE,STREET,True,False,1522,15,29.0,25,18,2023,41.87357129,-87.761577712,17031252102
11362,13306910,JG540017,2023-12-13T19:01:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,True,False,1014,10,24.0,29,18,2023,41.852094963,-87.724774103,17031292500
11381,13306975,JG540013,2023-12-13T18:45:00.000,2028,NARCOTICS,POSSESS - SYNTHETIC DRUGS,STREET,True,False,2512,25,36.0,18,18,2023,41.923606534,-87.794378927,17031831600
11392,13306880,JG539922,2023-12-13T18:08:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,1012,10,24.0,29,18,2023,41.860688595,-87.725547966,17031290900
11418,13306895,JG539975,2023-12-13T17:56:00.000,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,STREET,True,False,314,3,20.0,42,18,2023,41.779381087,-87.600432631,17031834400
11444,13306824,JG539857,2023-12-13T17:06:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,RESIDENCE,True,False,612,6,17.0,71,18,2023,41.755206826,-87.658713024,17031710300
11496,13306761,JG539826,2023-12-13T15:56:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,RESIDENCE,True,False,1834,18,42.0,8,18,2023,41.892559086,-87.623450463,17031081403
11580,13306565,JG539581,2023-12-13T13:28:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,SCHOOL - PUBLIC BUILDING,True,False,1421,14,26.0,24,18,2023,41.912779231,-87.697062077,17031240700
11581,13306677,JG539636,2023-12-13T13:26:00.000,2021,NARCOTICS,POSSESS - BARBITURATES,CTA BUS STOP,True,False,631,6,6.0,44,18,2023,41.744789402,-87.614798387,17031440300
11614,13306548,JG539481,2023-12-13T12:25:00.000,2026,NARCOTICS,POSSESS - PCP,SIDEWALK,True,False,1011,10,24.0,29,18,2023,41.862544044,-87.72302304,17031838700
11641,13306423,JG539393,2023-12-13T11:37:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,1021,10,24.0,29,18,2023,41.858997313,-87.713075624,17031291200
11642,13306452,JG539413,2023-12-13T11:35:00.000,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,CTA PLATFORM,True,False,123,1,4.0,32,18,2023,41.868165405,-87.62743954,17031839000
11709,13306268,JG539177,2023-12-13T08:12:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,SIDEWALK,True,False,1121,11,27.0,23,18,2023,41.896013415,-87.713892945,17031231100
11774,13306229,JG539080,2023-12-13T03:35:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,STREET,False,False,331,3,5.0,43,18,2023,41.766249073,-87.575388558,17031430101
11909,13306057,JG538937,2023-12-12T21:30:00.000,2022,NARCOTICS,POSSESS - COCAINE,PARKING LOT / GARAGE (NON RESIDENTIAL),True,False,2534,25,26.0,20,18,2023,41.915972983,-87.728966067,17031831200
11910,13305998,JG538914,2023-12-12T21:23:00.000,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,VACANT LOT / LAND,False,False,1524,15,37.0,25,18,2023,41.896700376,-87.762241969,17031251200
11923,13306071,JG538900,2023-12-12T20:55:00.000,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,STREET,True,False,734,7,17.0,67,18,2023,41.764127834,-87.65532799,17031671800
11928,13305974,JG538895,2023-12-12T20:36:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,RESIDENCE,False,False,734,7,17.0,67,18,2023,41.765994065,-87.661418855,17031671600
11945,13305972,JG538848,2023-12-12T20:18:00.000,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,True,False,2234,22,21.0,75,18,2023,41.699545135,-87.651491806,17031730700
11975,13306013,JG538817,2023-12-12T19:25:00.000,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,STREET,True,False,621,6,6.0,44,18,2023,41.750759371,-87.635910144,17031691200
11998,13305819,JG538822,2023-12-12T18:55:00.000,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,RESTAURANT,True,False,624,6,6.0,69,18,2023,41.75216896,-87.605227966,17031691500
12048,13310115,JG543971,2023-12-17T01:45:00.000,2022,NARCOTICS,POSSESS - COCAINE,POLICE FACILITY / VEHICLE PARKING LOT,True,False,2515,25,37.0,19,18,2023,41.918711651,-87.76551063,17031191200
12067,13310087,JG543949,2023-12-17T01:03:00.000,2022,NARCOTICS,POSSESS - COCAINE,ALLEY,True,False,822,8,23.0,62,18,2023,41.792410685,-87.714682438,17031620400
12090,13310116,JG544009,2023-12-17T00:34:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,STREET,True,False,1032,10,22.0,30,18,2023,41.840280765,-87.713458245,17031301600
12214,13310037,JG543817,2023-12-16T21:23:00.000,2025,NARCOTICS,POSSESS - HALLUCINOGENS,OTHER (SPECIFY),True,False,1433,14,27.0,24,18,2023,41.906598157,-87.659825297,17031842300
12251,13309973,JG543749,2023-12-16T20:20:00.000,2026,NARCOTICS,POSSESS - PCP,SIDEWALK,True,False,1011,10,24.0,29,18,2023,41.864356125,-87.724220972,17031838700
12419,13309786,JG543494,2023-12-16T15:45:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),CTA STATION,False,False,122,1,42.0,32,18,2023,41.885484761,-87.632438015,17031839100
12569,13309634,JG543195,2023-12-16T11:10:00.000,2027,NARCOTICS,POSSESS - CRACK,STREET,True,False,524,5,21.0,53,18,2023,41.677797765,-87.643005604,17031530400
12578,13309521,JG543123,2023-12-16T10:55:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,True,False,1021,10,24.0,29,18,2023,41.863330022,-87.710452943,17031841500
12709,13309360,JG542905,2023-12-16T03:40:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,OTHER (SPECIFY),True,False,1834,18,42.0,8,18,2023,41.892694698,-87.626750816,17031081500
